ReviewID,DestinationID,UserID,Rating,ReviewText,Name_x,State,Type,Popularity,BestTimeToVisit,Name_y,Email,Preferences,Gender,NumberOfAdults,NumberOfChildren
39,84,133,2,A historical wonder,Kerala Backwaters,Kerala,Nature,9.33374854303011,Sep-Mar,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,2
40,711,497,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.636551596129936,Nov-Feb,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
41,438,738,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.465558405614521,Oct-Mar,Anika,anika@example.com,"City, Historical",Female,1,1
42,549,410,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.251772000884309,Sep-Mar,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,0
43,399,501,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.376325562448297,Sep-Mar,Arjun,arjun@example.com,"City, Historical",Male,2,0
44,57,539,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.061326287087322,Nov-Mar,Aarav,aarav@example.com,"Nature, Adventure",Male,1,2
45,763,535,4,A historical wonder,Jaipur City,Rajasthan,City,8.90257550420428,Oct-Mar,Aanya,aanya@example.com,"Beaches, Historical",Female,1,2
46,911,284,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.685181358142892,Nov-Feb,Saanvi,saanvi@example.com,"Nature, Adventure",Female,1,2
47,841,655,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.641198251436522,Nov-Feb,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
48,884,140,1,A historical wonder,Kerala Backwaters,Kerala,Nature,9.241444802843858,Sep-Mar,Meera,meera@example.com,"Nature, Adventure",Female,1,2
49,970,244,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,Karan,karan@example.com,"Beaches, Historical",Male,2,0
50,152,480,2,Loved the beaches!,Goa Beaches,Goa,Beach,9.000248319359416,Nov-Mar,Riya,riya@example.com,"City, Historical",Female,2,0
51,523,488,1,A historical wonder,Jaipur City,Rajasthan,City,8.998307150645953,Oct-Mar,Anika,anika@example.com,"Nature, Adventure",Female,1,0
52,316,211,1,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.03328074273946,Nov-Feb,Anika,anika@example.com,"Beaches, Historical",Female,2,2
53,956,875,4,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.240773308493525,Nov-Feb,Hitesh,hitesh@example.com,"Nature, Adventure",Male,2,0
54,665,321,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.175473128767925,Apr-Jun,Tanvi,tanvi@example.com,"City, Historical",Female,2,2
55,503,903,1,Incredible monument!,Jaipur City,Rajasthan,City,8.918823544059974,Oct-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
56,204,499,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,Aarav,aarav@example.com,"Beaches, Historical",Male,2,0
57,33,554,2,A historical wonder,Jaipur City,Rajasthan,City,7.684440449007848,Oct-Mar,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
58,398,385,1,Incredible monument!,Jaipur City,Rajasthan,City,8.33295003386784,Oct-Mar,Pooja,pooja@example.com,"Beaches, Historical",Female,2,2
59,916,135,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.39676149780104,Nov-Feb,Meera,meera@example.com,"City, Historical",Female,1,2
60,687,732,1,A historical wonder,Goa Beaches,Goa,Beach,8.036441481700162,Nov-Mar,Dhruv,dhruv@example.com,"City, Historical",Male,2,0
61,365,851,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.878382688353271,Apr-Jun,Anika,anika@example.com,"Nature, Adventure",Female,2,0
62,517,572,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.715019439382655,Nov-Mar,Meera,meera@example.com,"Nature, Adventure",Female,2,2
63,305,103,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.111872493591813,Apr-Jun,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
64,931,668,1,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.309322896703316,Nov-Feb,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2,0
65,351,569,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.488999182063221,Nov-Feb,Aanya,aanya@example.com,"Nature, Adventure",Female,2,2
66,630,179,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.26454156504302,Apr-Jun,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1,2
67,375,505,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.44823537077092,Apr-Jun,Kavya,kavya@example.com,"Beaches, Historical",Female,1,2
68,238,138,1,Loved the beaches!,Jaipur City,Rajasthan,City,8.127785896913094,Oct-Mar,Aanya,aanya@example.com,"City, Historical",Female,1,2
69,181,740,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.236840653145723,Nov-Feb,Isha,isha@example.com,"Nature, Adventure",Female,1,1
70,817,989,4,Incredible monument!,Goa Beaches,Goa,Beach,7.999026975129425,Nov-Mar,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2,1
71,352,993,3,Loved the beaches!,Goa Beaches,Goa,Beach,7.946596794608405,Nov-Mar,Ritvik,ritvik@example.com,"City, Historical",Male,1,2
72,373,112,4,A historical wonder,Jaipur City,Rajasthan,City,9.276956975859664,Oct-Mar,Karan,karan@example.com,"Beaches, Historical",Male,1,2
73,436,955,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.728114076451941,Nov-Feb,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
74,905,660,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.13644498964263,Apr-Jun,Tanvi,tanvi@example.com,"City, Historical",Female,2,2
75,23,684,4,A historical wonder,Jaipur City,Rajasthan,City,7.883349652185746,Oct-Mar,Aditya,aditya@example.com,"City, Historical",Male,1,0
76,140,548,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.907807740975244,Apr-Jun,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,0
77,788,192,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.223627062910356,Oct-Mar,Aarav,aarav@example.com,"City, Historical",Male,1,0
78,590,340,4,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun,Diya,diya@example.com,"Beaches, Historical",Female,1,0
79,146,575,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.373844119971205,Nov-Feb,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,2
80,939,182,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.40872418732025,Sep-Mar,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,1
81,507,359,3,A historical wonder,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,1
82,486,245,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
83,743,862,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.727596682180292,Oct-Mar,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
84,963,6,5,A historical wonder,Jaipur City,Rajasthan,City,8.81434371431127,Oct-Mar,Karan,karan@example.com,"City, Historical",Male,2,0
85,867,757,1,Incredible monument!,Goa Beaches,Goa,Beach,7.544784240485142,Nov-Mar,Karan,karan@example.com,"Beaches, Historical",Male,1,0
86,247,289,1,Loved the beaches!,Goa Beaches,Goa,Beach,9.153509849210488,Nov-Mar,Arjun,arjun@example.com,"Beaches, Historical",Male,2,1
87,326,604,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.206421939119537,Nov-Feb,Meera,meera@example.com,"Beaches, Historical",Female,2,2
88,647,493,4,Incredible monument!,Goa Beaches,Goa,Beach,9.00875189802598,Nov-Mar,Aditya,aditya@example.com,"Beaches, Historical",Male,2,0
89,512,49,3,Loved the beaches!,Goa Beaches,Goa,Beach,9.222486404593646,Nov-Mar,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,1
90,2,558,2,A historical wonder,Goa Beaches,Goa,Beach,8.605031858363876,Nov-Mar,Dhruv,dhruv@example.com,"City, Historical",Male,2,0
91,943,307,4,Incredible monument!,Jaipur City,Rajasthan,City,9.106183997228763,Oct-Mar,Pooja,pooja@example.com,"Beaches, Historical",Female,2,1
92,226,628,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.721478393909334,Nov-Feb,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
93,304,225,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.61120828898768,Sep-Mar,Isha,isha@example.com,"City, Historical",Female,2,0
94,234,538,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.420960540403104,Sep-Mar,Anika,anika@example.com,"Beaches, Historical",Female,2,1
95,14,590,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.551426230833268,Sep-Mar,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1,2
96,671,700,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.406991630850325,Nov-Feb,Aarav,aarav@example.com,"Beaches, Historical",Male,1,2
97,961,563,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.385107105120452,Nov-Feb,Karan,karan@example.com,"Nature, Adventure",Male,2,2
98,343,937,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.873481445510227,Oct-Mar,Riya,riya@example.com,"Beaches, Historical",Female,2,2
99,844,624,1,A historical wonder,Kerala Backwaters,Kerala,Nature,9.173580627388572,Sep-Mar,Tanvi,tanvi@example.com,"City, Historical",Female,1,0
100,324,329,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.662104838922936,Sep-Mar,Vivaan,vivaan@example.com,"Nature, Adventure",Male,2,2
101,401,354,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.033376557417458,Nov-Feb,Meera,meera@example.com,"City, Historical",Female,1,2
102,836,251,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.789458969308924,Nov-Feb,Aanya,aanya@example.com,"Nature, Adventure",Female,2,2
103,135,885,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.398122784522716,Apr-Jun,Hitesh,hitesh@example.com,"City, Historical",Male,2,2
104,960,568,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
105,853,521,1,A historical wonder,Jaipur City,Rajasthan,City,9.04694477176505,Oct-Mar,Rohan,rohan@example.com,"Nature, Adventure",Male,1,2
106,917,944,1,Incredible monument!,Goa Beaches,Goa,Beach,7.545108072258168,Nov-Mar,Riya,riya@example.com,"Nature, Adventure",Female,2,0
107,555,212,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.04217651721199,Apr-Jun,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,0
108,648,397,4,A historical wonder,Jaipur City,Rajasthan,City,8.771306422116705,Oct-Mar,Anika,anika@example.com,"Beaches, Historical",Female,2,0
109,103,99,4,Incredible monument!,Jaipur City,Rajasthan,City,9.293866271159713,Oct-Mar,Ishaan,ishaan@example.com,"City, Historical",Male,2,0
110,715,474,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
111,966,152,3,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.140527124056437,Nov-Feb,Rohan,rohan@example.com,"Nature, Adventure",Male,1,1
112,546,494,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.99406731089834,Nov-Feb,Aanya,aanya@example.com,"Nature, Adventure",Female,1,2
113,295,242,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.301807912303714,Apr-Jun,Isha,isha@example.com,"Nature, Adventure",Female,2,1
114,733,489,2,A historical wonder,Jaipur City,Rajasthan,City,8.703584273601871,Oct-Mar,Rohan,rohan@example.com,"City, Historical",Male,2,1
115,707,2,5,Incredible monument!,Goa Beaches,Goa,Beach,8.629118750166763,Nov-Mar,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
116,160,43,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.0366846404497,Apr-Jun,Riya,riya@example.com,"Beaches, Historical",Female,1,2
117,439,84,3,A historical wonder,Kerala Backwaters,Kerala,Nature,8.208388595361088,Sep-Mar,Meera,meera@example.com,"City, Historical",Female,2,0
118,209,927,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.650543289908463,Sep-Mar,Ishaan,ishaan@example.com,"City, Historical",Male,1,1
119,969,446,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
120,346,899,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.969950615777162,Nov-Feb,Anika,anika@example.com,"Nature, Adventure",Female,1,1
121,486,415,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb,Arjun,arjun@example.com,"Beaches, Historical",Male,1,2
122,499,640,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.26496476298098,Sep-Mar,Karan,karan@example.com,"Beaches, Historical",Male,1,1
123,709,218,5,A historical wonder,Kerala Backwaters,Kerala,Nature,9.155527396194914,Sep-Mar,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
124,206,128,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.282226276103572,Nov-Feb,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
125,280,940,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.639341731351649,Apr-Jun,Anika,anika@example.com,"Beaches, Historical",Female,1,1
126,503,682,5,A historical wonder,Jaipur City,Rajasthan,City,8.918823544059974,Oct-Mar,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
127,93,805,1,Incredible monument!,Jaipur City,Rajasthan,City,9.116298424696906,Oct-Mar,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,2
128,983,851,2,Loved the beaches!,Jaipur City,Rajasthan,City,9.08021631984698,Oct-Mar,Anika,anika@example.com,"Nature, Adventure",Female,2,0
129,9,509,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.260450137338132,Sep-Mar,Hitesh,hitesh@example.com,"Nature, Adventure",Male,1,0
130,2,528,3,Incredible monument!,Goa Beaches,Goa,Beach,8.605031858363876,Nov-Mar,Isha,isha@example.com,"City, Historical",Female,2,1
131,542,207,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.682101749793983,Nov-Mar,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
132,210,54,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.277611273067814,Apr-Jun,Dhruv,dhruv@example.com,"City, Historical",Male,2,0
133,302,169,3,Incredible monument!,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,Anika,anika@example.com,"Beaches, Historical",Female,2,2
134,209,764,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.650543289908463,Sep-Mar,Riya,riya@example.com,"Nature, Adventure",Female,2,1
135,700,919,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.87865289903948,Apr-Jun,Aanya,aanya@example.com,"Beaches, Historical",Female,1,1
136,64,552,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.995381521960635,Sep-Mar,Saanvi,saanvi@example.com,"City, Historical",Female,2,1
137,960,612,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,Aanya,aanya@example.com,"City, Historical",Female,2,0
138,567,493,4,A historical wonder,Goa Beaches,Goa,Beach,9.187761000514808,Nov-Mar,Aditya,aditya@example.com,"Beaches, Historical",Male,2,0
139,47,703,2,Incredible monument!,Goa Beaches,Goa,Beach,7.726020724706562,Nov-Mar,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2,1
140,547,10,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.645510418904573,Nov-Mar,Rohan,rohan@example.com,"Beaches, Historical",Male,2,2
141,679,144,2,A historical wonder,Kerala Backwaters,Kerala,Nature,7.841584036663998,Sep-Mar,Isha,isha@example.com,"City, Historical",Female,1,1
142,635,221,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun,Aditya,aditya@example.com,"Nature, Adventure",Male,1,2
143,531,582,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.819012402589374,Nov-Feb,Anika,anika@example.com,"City, Historical",Female,2,2
144,732,398,4,A historical wonder,Goa Beaches,Goa,Beach,8.465381843255685,Nov-Mar,Anika,anika@example.com,"Nature, Adventure",Female,1,1
145,864,397,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.147968243343048,Sep-Mar,Anika,anika@example.com,"Beaches, Historical",Female,2,0
146,387,171,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.763403696969464,Nov-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
147,130,10,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.46063445778344,Apr-Jun,Rohan,rohan@example.com,"Beaches, Historical",Male,2,2
148,953,34,4,Incredible monument!,Jaipur City,Rajasthan,City,8.321398766693164,Oct-Mar,Meera,meera@example.com,"Beaches, Historical",Female,1,2
149,959,589,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.052548436473314,Sep-Mar,Arjun,arjun@example.com,"Beaches, Historical",Male,2,2
150,338,47,5,A historical wonder,Jaipur City,Rajasthan,City,8.139654822360953,Oct-Mar,Meera,meera@example.com,"Nature, Adventure",Female,2,1
151,434,943,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,1
152,163,816,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.168780568830128,Oct-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,1,2
153,356,490,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.606176983767309,Nov-Feb,Isha,isha@example.com,"Beaches, Historical",Female,2,1
154,884,478,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.241444802843858,Sep-Mar,Arjun,arjun@example.com,"Beaches, Historical",Male,2,0
155,886,639,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.713067194844037,Nov-Feb,Ishaan,ishaan@example.com,"City, Historical",Male,1,2
156,702,708,4,A historical wonder,Goa Beaches,Goa,Beach,9.111768717459087,Nov-Mar,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
157,358,524,1,Incredible monument!,Jaipur City,Rajasthan,City,7.738761292909418,Oct-Mar,Diya,diya@example.com,"Nature, Adventure",Female,2,2
158,518,596,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,Aanya,aanya@example.com,"Nature, Adventure",Female,1,1
159,90,919,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.864848872360961,Apr-Jun,Aanya,aanya@example.com,"Beaches, Historical",Female,1,1
160,880,791,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.442750358263288,Apr-Jun,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1,0
161,796,585,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.243698788707544,Nov-Feb,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
162,405,399,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.266309519533893,Apr-Jun,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
163,17,75,1,Incredible monument!,Goa Beaches,Goa,Beach,7.524150401549511,Nov-Mar,Rohan,rohan@example.com,"City, Historical",Male,1,1
164,317,862,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.61779577553025,Nov-Mar,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
165,851,552,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.33544112557844,Nov-Feb,Saanvi,saanvi@example.com,"City, Historical",Female,2,1
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
167,323,926,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.130587468948864,Oct-Mar,Aanya,aanya@example.com,"Nature, Adventure",Female,1,1
168,426,338,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.742346085788473,Nov-Feb,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
169,166,472,2,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.967520190746358,Nov-Feb,Meera,meera@example.com,"Beaches, Historical",Female,2,2
170,417,435,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.799317152894507,Nov-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,1,2
